ID,MIDI,YEAR
"1660,""Pitt-Payne/Cactus Rag  The.mid"",1916"
"1681,""Pitt-Payne/Cake Walk From The Follies Of 1911.mid"",1911"
"1683,""Pitt-Payne/Cake Walk In The Sky  The.mid"",1899"
"1687,""Pitt-Payne/Cake Walk Queen    De.mid"",1900"
"1713,""Pitt-Payne/Cake-Walk Patrol  The.mid"",1895"
"1730,""Pitt-Payne/Calicoco.mid"",1917"
"1735,""Pitt-Payne/California Here I Come.mid"",1924"
"1741,""Pitt-Payne/Caliope Rag.mid"",1911"
"1742,""Pitt-Payne/Call A Taxicab.mid"",1910"
"1746,""Pitt-Payne/Call Me Up Some Rainy Afternoon.mid"",1910"
"1764,""Pitt-Payne/Campin' On De Ole Suwanee.mid"",1899"
"1769,""Pitt-Payne/Campus Capers.mid"",1908"
"1773,""Pitt-Payne/Can She Rag ?.mid"",1913"
"1787,""Pitt-Payne/Candied Cherries.mid"",1911"
"1793,""Pitt-Payne/Candle-Stick Rag.mid"",1910"
"1806,""Pitt-Payne/Canned Corn.mid"",1910"
"1841,""Pitt-Payne/Car-Barlick-Acid.mid"",1901"
"1855,""Pitt-Payne/Careless Sam.mid"",1900"
"1861,""Pitt-Payne/Carmenita.mid"",1911"
"1863,""Pitt-Payne/Carnation.mid"",1902"
"1869,""Pitt-Payne/Carnival Times.mid"",1905"
"1887,""Pitt-Payne/Carolina Shout.mid"",1921"
"1891,""Pitt-Payne/Carolina Tar Heel.mid"",1899"
"1899,""Pitt-Payne/Carpet Rags.mid"",1903"
"1908,""Pitt-Payne/Carus Breeze  The.mid"",1914"
"1912,""Pitt-Payne/Casey Jones.mid"",1909"
"1920,""Pitt-Payne/Castle Maxixe.mid"",1914"
"1926,""Pitt-Payne/Castle Walk  The.mid"",1913"
"1934,""Pitt-Payne/Cat On The Keyboard  The.mid"",1915"
"1937,""Pitt-Payne/Catch of Tokio  The.mid"",1906"
"1956,""Pitt-Payne/Cavalier Rustican' Rag.mid"",1910"
"1959,""Pitt-Payne/Cazador.mid"",1904"
"1969,""Pitt-Payne/Celebratin' Day In Tennessee.mid"",1914"
"1974,""Pitt-Payne/Celebrity  The.mid"",1904"
"2016,""Pitt-Payne/Charcoal.mid"",1903"
"2037,""Pitt-Payne/Chasing The Chickens.mid"",1917"
"2042,""Pitt-Payne/Chattanooga Blues .mid"",1914"
"2046,""Pitt-Payne/Chauffeur  The.mid"",1906"
"2050,""Pitt-Payne/Checker Rag.mid"",1911"
"2060,""Pitt-Payne/Cheerful Blues.mid"",1917"
"2061,""Pitt-Payne/Cheerful Charlie Jones.mid"",1905"
"2073,""Pitt-Payne/Cherry Leaf Rag.mid"",1909"
"2070,""Pitt-Payne/Cherry.mid"",1905"
"2079,""Pitt-Payne/Chevy Chase  The.mid"",1914"
"2084,""Pitt-Payne/Cheyenne (Shy Ann).mid"",1905"
"2100,""Pitt-Payne/Chicken Charlie.mid"",1905"
"2101,""Pitt-Payne/Chicken Chowder.mid"",1905"
"2106,""Pitt-Payne/Chicken Patty.mid"",1908"
"2109,""Pitt-Payne/Chicken Pie.mid"",1929"
"2112,""Pitt-Payne/Chicken Rag  The.mid"",1911"
"2114,""Pitt-Payne/Chicken Reel .mid"",1911"
"2117,""Pitt-Payne/Chicken Tango.mid"",1914"
"2130,""Pitt-Payne/Chili Con Carne.mid"",1911"
"2136,""Pitt-Payne/Chilli-Billi-Bee Rag.mid"",1910"
"2140,""Pitt-Payne/Chimes.mid"",1910"
"2154,""Pitt-Payne/Chin-Chin Chinaman.mid"",1917"
"2147,""Pitt-Payne/China Boy.mid"",1922"
"2153,""Pitt-Payne/Chinatown, My Chinatown.mid"",1910"
"2161,""Pitt-Payne/Ching Chong.mid"",1917"
"2188,""Pitt-Payne/Chop-House Rag  The.mid"",1911"
"2211,""Pitt-Payne/Chrysanthemum  The.mid"",1904"
"2233,""Pitt-Payne/Circles.mid"",1910"
"2236,""Pitt-Payne/Circus Day In Dixie.mid"",1915"
"2277,""Pitt-Payne/Cleopatra Had A Jazz Band.mid"",1917"
"2287,""Pitt-Payne/Climax Rag.mid"",1914"
"2295,""Pitt-Payne/Clorinda.mid"",1901"
"2300,""Pitt-Payne/Clothilda.mid"",1905"
"2302,""Pitt-Payne/Cloud Kisser.mid"",1911"
"2306,""Pitt-Payne/Cloud-Chief.mid"",1910"
"2311,""Pitt-Payne/Clover Club.mid"",1918"
"2347,""Pitt-Payne/Cohan's Rag Babe.mid"",1908"
"2353,""Pitt-Payne/Coldwater Rag.mid"",1913"
"2354,""Pitt-Payne/Cole Smoak.mid"",1906"
"2357,""Pitt-Payne/Collars And Cuffs.mid"",1907"
"2361,""Pitt-Payne/College Inn Rag  The.mid"",1915"
"2371,""Pitt-Payne/Colonial Rag.mid"",1914"
"2377,""Pitt-Payne/Colored Aristocracy.mid"",1899"
"2388,""Pitt-Payne/Colored Fireworks.mid"",1904"
"2391,""Pitt-Payne/Colored Major  The.mid"",1900"
"2394,""Pitt-Payne/Colored Romeo.mid"",1910"
"2396,""Pitt-Payne/Columbia.mid"",1910"
"2408,""Pitt-Payne/Come Along To Honeymoon Land.mid"",1912"
"2418,""Pitt-Payne/Come Ma' Honey, Come.mid"",1913"
"2420,""Pitt-Payne/Come On And Kiss Your Baby.mid"",1907"
"2432,""Pitt-Payne/Come To The Beautiful Ragtime Ball.mid"",1915"
"2440,""Pitt-Payne/Comical Eyes.mid"",1909"
"2448,""Pitt-Payne/Commonwealth Rag.mid"",1914"
"2452,""Pitt-Payne/Comus.mid"",1904"
"2489,""Pitt-Payne/Contentment.mid"",1915"
"2492,""Pitt-Payne/Continental  The.mid"",1934"
"2510,""Pitt-Payne/Coon Behind The Gun  The.mid"",1900"
"2523,""Pitt-Payne/Coon Smiles.mid"",1902"
"2524,""Pitt-Payne/Coon Town Chappie.mid"",1901"
"2525,""Pitt-Payne/Coon Up A Tree.mid"",1900"
"2527,""Pitt-Payne/Coon With The Panama  The.mid"",1902"
"2529,""Pitt-Payne/Coon! Coon! Coon! .mid"",1900"
"2539,""Pitt-Payne/Coon's Eye  The.mid"",1899"
"2546,""Pitt-Payne/Coons Jubilee March  The.mid"",1898"
"2545,""Pitt-Payne/Coons in the Canebrake.mid"",1900"
"2559,""Pitt-Payne/Coontown Capers .mid"",1897"
"2560,""Pitt-Payne/Coontown Carnival.mid"",1898"
"2574,""Pitt-Payne/Coontown Vacation.mid"",1900"
"2581,""Pitt-Payne/Cootie Tickle.mid"",1919"
"2585,""Pitt-Payne/Copenhagen.mid"",1924"
"2611,""Pitt-Payne/Corn-Shucks.mid"",1908"
"2608,""Pitt-Payne/Cornfield Rag  The.mid"",1912"
"2613,""Pitt-Payne/Corona March.mid"",1911"
"2614,""Pitt-Payne/Coronado Nights.mid"",1927"
"2616,""Pitt-Payne/Coronation Rag.mid"",1953"
"2621,""Pitt-Payne/Cosey Rag  The.mid"",1911"
"2635,""Pitt-Payne/Cotton Blossom Time.mid"",1914"
"2644,""Pitt-Payne/Cotton Hollow Harmony.mid"",1918"
"2662,""Pitt-Payne/Cotton States Rag.mid"",1910"
"2682,""Pitt-Payne/Country Club.mid"",1909"
"2708,""Pitt-Payne/Crab Apples.mid"",1908"
"2735,""Pitt-Payne/Crazy Blues.mid"",1920"
"2750,""Pitt-Payne/Crazy Rhythm.mid"",1928"
"2792,""Pitt-Payne/Critics' Blues  The.mid"",1919"
"2802,""Pitt-Payne/Cross The Great Divide.mid"",1913"
"2803,""Pitt-Payne/Cross The Mason Dixon Line.mid"",1913"
"2821,""Pitt-Payne/Cuban Cake Walk.mid"",1901"
"2827,""Pitt-Payne/Cubanola Glide  The .mid"",1909"
"2829,""Pitt-Payne/Cubistic Rag.mid"",1927"
"2833,""Pitt-Payne/Cucumber Rag.mid"",1910"
"2834,""Pitt-Payne/Cuddle Up A Little Closer, Lovey Mine.mid"",1908"
"2836,""Pitt-Payne/Cuddle Up Honey.mid"",1911"
"2859,""Pitt-Payne/Cute Little Wigglin' Dance  The.mid"",1917"
"2861,""Pitt-Payne/Cutter  The.mid"",1909"
"2864,""Pitt-Payne/Cuttin' Up.mid"",1906"
"2912,""Pitt-Payne/Daly's Reel.mid"",1911"
"2917,""Pitt-Payne/Dance And Grow Thin .mid"",1917"
"2936,""Pitt-Payne/Dance They Call The Tres Bien  The.mid"",1920"
"2960,""Pitt-Payne/Dancing 'Round The U.S.A..mid"",1915"
"2940,""Pitt-Payne/Dancing At That Georgia Jubilee.mid"",1915"
"2953,""Pitt-Payne/Dancing Fool.mid"",1922"
"2965,""Pitt-Payne/Dancing The Jelly Roll.mid"",1915"
"2967,""Pitt-Payne/Dancing To The Sugar Tune.mid"",1918"
"2973,""Pitt-Payne/Dandelion.mid"",1909"
"2979,""Pitt-Payne/Dandy Dan.mid"",1909"
"3085,""Pitt-Payne/Dar's Rag Time In De Moon.mid"",1898"
"3002,""Pitt-Payne/Dardanella Blues  The.mid"",1920"
"3001,""Pitt-Payne/Dardanella.mid"",1919"
"3012,""Pitt-Payne/Dark Town Excitement.mid"",1900"
"3018,""Pitt-Payne/Darkey Todalo  The.mid"",1910"
"3020,""Pitt-Payne/Darkey's Delight  The.mid"",1899"
"3022,""Pitt-Payne/Darkey's Rendezvous  The.mid"",1899"
"3023,""Pitt-Payne/Darkey's Wedding March  The.mid"",1912"
"3036,""Pitt-Payne/Darkies Mardi Gras.mid"",1906"
"3042,""Pitt-Payne/Darkies Ragtime Ball  The.mid"",1912"
"3071,""Pitt-Payne/Darktown Poker Club  The.mid"",1914"
"3076,""Pitt-Payne/Darktown Strutters' Ball  The.mid"",1917"
"3097,""Pitt-Payne/Dat Possum Rag.mid"",1910"
"3099,""Pitt-Payne/Dat's De Way To Spell Chicken.mid"",1902"
"3100,""Pitt-Payne/Dat's Harmony.mid"",1911"
"3101,""Pitt-Payne/Dat's It.mid"",1903"
"3102,""Pitt-Payne/Dat's Ma Honey Sho's Yo' Born.mid"",1912"
"3106,""Pitt-Payne/Dat's-a My Gal.mid"",1911"
"3128,""Pitt-Payne/Dear Old Southland.mid"",1921"
"3137,""Pitt-Payne/Deed I Do.mid"",1901"
"3149,""Pitt-Payne/Deiro Rag.mid"",1913"
"3150,""Pitt-Payne/Del Mar Rag.mid"",1945"
"3163,""Pitt-Payne/Delta Rag  The.mid"",1913"
"3175,""Pitt-Payne/Dere's Jazz In Dem Dere Horns.mid"",1936"
"3180,""Pitt-Payne/Desecration.mid"",1914"
"3201,""Pitt-Payne/Devilish Rag  The.mid"",1908"
"3225,""Pitt-Payne/Diana.mid"",1902"
"3241,""Pitt-Payne/Dill Pickles .mid"",1910"
"3260,""Pitt-Payne/Ding-Toes.mid"",1920"
"3269,""Pitt-Payne/Diplomat Rag.mid"",1910"
"3279,""Pitt-Payne/Dis Aint No Time For An Argument.mid"",1906"
"3301,""Pitt-Payne/Diving Darlings.mid"",1922"
"3307,""Pitt-Payne/Dixie Beauty.mid"",1908"
"3316,""Pitt-Payne/Dixie Dan.mid"",1907"
"3317,""Pitt-Payne/Dixie Darlings.mid"",1907"
"3326,""Pitt-Payne/Dixie Flyer.mid"",1901"
"3329,""Pitt-Payne/Dixie Is Dixie Once More.mid"",1919"
"3330,""Pitt-Payne/Dixie Jingles.mid"",1909"
"3331,""Pitt-Payne/Dixie Kicks.mid"",1908"
"3342,""Pitt-Payne/Dixie Queen.mid"",1906"
"3344,""Pitt-Payne/Dixie Rag  The.mid"",1913"
"3346,""Pitt-Payne/Dixie Rose.mid"",1913"
"3351,""Pitt-Payne/Dixie Twilight.mid"",1909"
"3352,""Pitt-Payne/Dixie Volunteers  The.mid"",1917"
"3353,""Pitt-Payne/Dixieland.mid"",1902"
"3372,""Pitt-Payne/Do It Again.mid"",1912"
"3374,""Pitt-Payne/Do The Funny Fox Trot.mid"",1914"
"3376,""Pitt-Payne/Do You Ever Think Of Me.mid"",1920"
"3377,""Pitt-Payne/Do Your Duty Doctor!.mid"",1909"
"3381,""Pitt-Payne/Doctor Jazz.mid"",1927"
"3398,""Pitt-Payne/Dogzigity.mid"",1910"
"3417,""Pitt-Payne/Dolly Bar Rag  The.mid"",1919"
"3430,""Pitt-Payne/Don Caesar De Bazan.mid"",1909"
"3441,""Pitt-Payne/Don't Bring Me Posies.mid"",1921"
"3451,""Pitt-Payne/Don't Leave Me Daddy.mid"",1916"
"3461,""Pitt-Payne/Don't Take Away Those Blues.mid"",1920"
"3465,""Pitt-Payne/Don't Tell Your Monkey Man.mid"",1919"
"3484,""Pitt-Payne/Dora.mid"",1904"
"3494,""Pitt-Payne/Double Fudge.mid"",1902"
"3507,""Pitt-Payne/Down Among The Sheltering Palms .mid"",1915"
"3508,""Pitt-Payne/Down Among The Sugar Cane.mid"",1908"
"3510,""Pitt-Payne/Down At Jasper Johnson's Jamboree.mid"",1914"
"3524,""Pitt-Payne/Down Home Rag .mid"",1913"
"3525,""Pitt-Payne/Down Home Shout, A.mid"",1907"
"3526,""Pitt-Payne/Down Honolulu Way.mid"",1916"
"3533,""Pitt-Payne/Down In Jungle Town.mid"",1908"
"3536,""Pitt-Payne/Down In Mobile.mid"",1904"
"3548,""Pitt-Payne/Down On De Levee.mid"",1912"
"3553,""Pitt-Payne/Down Souf' In Alabama.mid"",1898"
"3556,""Pitt-Payne/Down South Everybody's Happy.mid"",1917"
"3559,""Pitt-Payne/Down Town Rag  The .mid"",1923"
"3539,""Pitt-Payne/Down in Ragtime Town.mid"",1914"
"3571,""Pitt-Payne/Drake's Cake Walk.mid"",1909"
"3592,""Pitt-Payne/Dreams Of Old Kentucky.mid"",1897"
"3598,""Pitt-Payne/Dreamy Eyes.mid"",1902"
"3625,""Pitt-Payne/Du-Dah.mid"",1919"
"3617,""Pitt-Payne/Dublin Daisies.mid"",1909"
"3629,""Pitt-Payne/Dumbell.mid"",1922"
"3634,""Pitt-Payne/Duskey Maids.mid"",1902"
"3639,""Pitt-Payne/Dusky Dinah.mid"",1899"
"3642,""Pitt-Payne/Dusky Dudes .mid"",1899"
"3644,""Pitt-Payne/Dusky Maiden.mid"",1903"
"3646,""Pitt-Payne/Dusky Salome  The.mid"",1908"
"3647,""Pitt-Payne/Dusky Stevedore.mid"",1928"
"3648,""Pitt-Payne/Dusky Troopers.mid"",1900"
"3649,""Pitt-Payne/Dust 'Em Off.mid"",1920"
"3693,""Pitt-Payne/Easy Mark    An.mid"",1899"
"3702,""Pitt-Payne/Easy Stepper's Ball.mid"",1920"
"3711,""Pitt-Payne/Ebony Echoes.mid"",1915"
"3712,""Pitt-Payne/Ebony Flyer  The.mid"",1903"
"3713,""Pitt-Payne/Ebony Funeral  The.mid"",1894"
"3729,""Pitt-Payne/Echoes From Old Mobile.mid"",1899"
"3754,""Pitt-Payne/Educator Rag  The.mid"",1912"
"3763,""Pitt-Payne/Egyptian Rag.mid"",1910"
"3768,""Pitt-Payne/Eight O'Clock Rush  The.mid"",1911"
"3780,""Pitt-Payne/Electric Park Rag.mid"",1912"
"3798,""Pitt-Payne/Eli Green's Cake Walk.mid"",1898"
"3814,""Pitt-Payne/Ellington Two-Step  The.mid"",1898"
"3869,""Pitt-Payne/Eskimo Rag.mid"",1912"
"3880,""Pitt-Payne/Esther.mid"",1915"
"3886,""Pitt-Payne/Ethiopian Mardi Gras    An.mid"",1899"
"3905,""Pitt-Payne/Europe's Ragtime Band.mid"",1915"
"3983,""Pitt-Payne/Ev'ry Morn I Bring Her Chicken.mid"",1903"
"3934,""Pitt-Payne/Everybody Calls Me Honey.mid"",1919"
"3938,""Pitt-Payne/Everybody Loves My Girl.mid"",1914"
"3944,""Pitt-Payne/Everybody Step.mid"",1921"
"3952,""Pitt-Payne/Everybody's Crazy Over Dixie.mid"",1919"
"3954,""Pitt-Payne/Everybody's Doing It Now.mid"",1911"
"3969,""Pitt-Payne/Everything In America Is Ragtime.mid"",1915"
"3972,""Pitt-Payne/Everything Is Peaches Down In Georgia.mid"",1918"
"3993,""Pitt-Payne/Exactly Like You.mid"",1930"
"4027,""Pitt-Payne/Fairy Queen.mid"",1907"
"4035,""Pitt-Payne/Falling.mid"",1922"
"4047,""Pitt-Payne/Fanatic Rag  The.mid"",1911"
"4049,""Pitt-Payne/Fancy You Fancying Me.mid"",1916"
"4074,""Pitt-Payne/Fascinating Rhythm.mid"",1924"
"4079,""Pitt-Payne/Fashion Rag.mid"",1912"
"4093,""Pitt-Payne/Faun  The.mid"",1921"
"4107,""Pitt-Payne/Felix Rag.mid"",1910"
"4113,""Pitt-Payne/Fesia.mid"",1904"
"4129,""Pitt-Payne/Fiddle Sticks.mid"",1910"
"4149,""Pitt-Payne/Fifty-Fifty.mid"",1914"
"4177,""Pitt-Payne/Finger Wrecker  The.mid"",1922"
"4185,""Pitt-Payne/Fire Cracker Rag.mid"",1911"
"4207,""Pitt-Payne/First Wench Done Turned White  The.mid"",1897"
"4217,""Pitt-Payne/Five Little Brown Jugs Rag.mid"",1909"
"4231,""Pitt-Payne/Flapper Blues  The.mid"",1922"
"4264,""Pitt-Payne/Floatin' Down To Cotton Town.mid"",1919"
"4268,""Pitt-Payne/Floating Down The River.mid"",1913"
"4280,""Pitt-Payne/Florida Cracker, A.mid"",1898"
"4286,""Pitt-Payne/Flower Girl.mid"",1907"
"4292,""Pitt-Payne/Fluffy Ruffle Girls Rag.mid"",1908"
"4302,""Pitt-Payne/Fly Paper Rag.mid"",1909"
"4304,""Pitt-Payne/Flyer  The.mid"",1908"
"4312,""Pitt-Payne/Flying Lady  The.mid"",1916"
"4325,""Pitt-Payne/Fontella Rag.mid"",1907"
"4337,""Pitt-Payne/Footprints.mid"",1909"
"4361,""Pitt-Payne/Forest Queen.mid"",1913"
"4421,""Pitt-Payne/Franco-American Rag  The .mid"",1909"
"4429,""Pitt-Payne/Frat.mid"",1910"
"4434,""Pitt-Payne/Freaks Of Blackville.mid"",1899"
"4438,""Pitt-Payne/Fred Heltman's Rag.mid"",1918"
"4455,""Pitt-Payne/Frenchy-Koo.mid"",1919"
"4470,""Pitt-Payne/Friend Of Mine Told A Friend Of Mine, A.mid"",1906"
"4487,""Pitt-Payne/Frisco's Kitchen Stove Rag.mid"",1918"
"4530,""Pitt-Payne/From Soup To Nuts.mid"",1914"
"4549,""Pitt-Payne/Full Moon  The.mid"",1909"
"4556,""Pitt-Payne/Fun In A Barber Shop.mid"",1908"
"4560,""Pitt-Payne/Fun-Bob.mid"",1907"
"4564,""Pitt-Payne/Funny Bones.mid"",1909"
"4580,""Pitt-Payne/Fussy Flossy.mid"",1908"
"4583,""Pitt-Payne/Futurist Twirl  The.mid"",1913"
"4591,""Pitt-Payne/Gaby Glide  The .mid"",1911"
"4603,""Pitt-Payne/Galli-Curci Rag  The.mid"",1918"
"4609,""Pitt-Payne/Gambling Man The.mid"",1902"
"4638,""Pitt-Payne/Gasoline.mid"",1913"
"4656,""Pitt-Payne/Gee! But I Like Music With My Meals.mid"",1911"
"4662,""Pitt-Payne/Gee, Kid! But I Like You.mid"",1909"
"4679,""Pitt-Payne/Georgette.mid"",1922"
"4689,""Pitt-Payne/Georgia Giggle  The.mid"",1918"
"4695,""Pitt-Payne/Georgia Jingles.mid"",1907"
"4696,""Pitt-Payne/Georgia Land.mid"",1912"
"4680,""Pitt-Payne/Georgia.mid"",1922"
"4717,""Pitt-Payne/German Cake-Walk  The.mid"",1903"
"4737,""Pitt-Payne/Get Your Money's Worth.mid"",1897"
"4747,""Pitt-Payne/Ghost Of The Banjo Coon  The.mid"",1900"
"4752,""Pitt-Payne/Ghost Of The Ukulele  The.mid"",1916"
"4753,""Pitt-Payne/Ghost Of The Violin  The.mid"",1912"
"4788,""Pitt-Payne/Give Cinda The Cake.mid"",1898"
"4793,""Pitt-Payne/Give Me Rag, Rag, Rag.mid"",1901"
"4795,""Pitt-Payne/Give Me The Good Old Days.mid"",1919"
"4796,""Pitt-Payne/Give Me The Sultan's Harem.mid"",1919"
"4799,""Pitt-Payne/Give Us A Ragtime Tune.mid"",1910"
"4807,""Pitt-Payne/Glad Rag Doll.mid"",1929"
"4845,""Pitt-Payne/Go To It.mid"",1917"
"4851,""Pitt-Payne/Goblin's Glide    De.mid"",1911"
"4869,""Pitt-Payne/Going To Pieces.mid"",1915"
"4870,""Pitt-Payne/Going Up.mid"",1917"
"4871,""Pitt-Payne/Going, Going, Gone.mid"",1906"
"4903,""Pitt-Payne/Gondolier  The.mid"",1903"
"4908,""Pitt-Payne/Good Advice.mid"",1906"
"4914,""Pitt-Payne/Good Bye Eliza Jane.mid"",1903"
"4915,""Pitt-Payne/Good Bye, Booze!.mid"",1901"
"4924,""Pitt-Payne/Good Man Is Hard To Find, A.mid"",1918"
"4926,""Pitt-Payne/Good Morning, Mr Zip-Zip-Zip!.mid"",1918"
"4959,""Pitt-Payne/Good-Bye Mr Ragtime.mid"",1908"
"4962,""Pitt-Payne/Good-Bye Rag.mid"",1920"
"4964,""Pitt-Payne/Good-Bye Summer! So Long Fall! Hello Wintertime!.mid"",1913"
"4948,""Pitt-Payne/Good-bye Alexander.mid"",1918"
"4953,""Pitt-Payne/Good-bye Broadway, Hello France!.mid"",1917"
"4957,""Pitt-Payne/Good-bye Mister Caruso.mid"",1909"
"4958,""Pitt-Payne/Good-bye Mister Greenback.mid"",1906"
"4963,""Pitt-Payne/Good-bye Ragtime.mid"",1918"
"4967,""Pitt-Payne/Good-bye, Wild Women, Good-bye.mid"",1919"
"4971,""Pitt-Payne/Goody, Goody, Goody, Goody, Good.mid"",1912"
"4975,""Pitt-Payne/Goose Step  The.mid"",1915"
"4985,""Pitt-Payne/Got To Cool My Puppies Now.mid"",1922"
"5002,""Pitt-Payne/Grand Old Booker T..mid"",1916"
"5053,""Pitt-Payne/Green Mill Rag  The.mid"",1917"
"5068,""Pitt-Payne/Grieving For You.mid"",1920"
"5071,""Pitt-Payne/Grizzly Bear .mid"",1910"
"5070,""Pitt-Payne/Grizzly Bear.mid"",1910"
"5075,""Pitt-Payne/Growls Rag.mid"",1911"
"5092,""Pitt-Payne/Gunpowder Rag.mid"",1910"
"5097,""Pitt-Payne/Gypsy Blues.mid"",1921"
"5118,""Pitt-Payne/Hallelujah Rag.mid"",1912"
"5143,""Pitt-Payne/Handle Me With Care.mid"",1907"
"5159,""Pitt-Payne/Hannah's Promenade.mid"",1897"
"5164,""Pitt-Payne/Hap-Hazard.mid"",1901"
"5173,""Pitt-Payne/Happy Coon From Dixie, A.mid"",1901"
"5177,""Pitt-Payne/Happy Days Are Here Again.mid"",1929"
"5175,""Pitt-Payne/Happy Days.mid"",1907"
"5189,""Pitt-Payne/Happy Group, A.mid"",1908"
"5191,""Pitt-Payne/Happy Hayseed  The.mid"",1903"
"5194,""Pitt-Payne/Happy Hopper.mid"",1906"
"5199,""Pitt-Payne/Happy Hours In Coontown.mid"",1899"
"5208,""Pitt-Payne/Happy Little Country Girl.mid"",1913"
"5210,""Pitt-Payne/Happy Lulu Rag.mid"",1912"
"5211,""Pitt-Payne/Happy Mose.mid"",1899"
"5234,""Pitt-Payne/Hardwood Rag.mid"",1909"
"5261,""Pitt-Payne/Harmonious Hiram.mid"",1903"
"5263,""Pitt-Payne/Harmony Blues.mid"",1917"
"5267,""Pitt-Payne/Harmony Joe.mid"",1913"
"5269,""Pitt-Payne/Harmony Rag.mid"",1911"
"5277,""Pitt-Payne/Harry Fox Trot.mid"",1918"
"5284,""Pitt-Payne/Hat He Never Ate  The.mid"",1899"
"5289,""Pitt-Payne/Haunted House  The.mid"",1914"
"5292,""Pitt-Payne/Haunting Rag.mid"",1911"
"5295,""Pitt-Payne/Havana Rag.mid"",1904"
"5298,""Pitt-Payne/Have You Seen My Henry Brown?.mid"",1905"
"5302,""Pitt-Payne/Hawaiian Butterfly.mid"",1917"
"5317,""Pitt-Payne/He Promised Me.mid"",1911"
"5318,""Pitt-Payne/He Ran Up-stairs.mid"",1914"
"5321,""Pitt-Payne/He Was Always Fooling Around.mid"",1904"
"5344,""Pitt-Payne/He'd Have To Get Under - Get Out And Get Under.mid"",1913"
"5387,""Pitt-Payne/He's A College Boy.mid"",1909"
"5388,""Pitt-Payne/He's A Cousin Of Mine.mid"",1906"
"5389,""Pitt-Payne/He's A Devil In His Own Home Town.mid"",1914"
"5390,""Pitt-Payne/He's A Rag Picker.mid"",1914"
"5393,""Pitt-Payne/He's Getting Too Darn Big For A One-Horse Town.mid"",1916"
"5394,""Pitt-Payne/He's Got My Goat.mid"",1912"
"5396,""Pitt-Payne/He's My Lovin' Trombone Sam.mid"",1914"
"5400,""Pitt-Payne/He's The World's Best Music Man.mid"",1912"
"5327,""Pitt-Payne/Hear That Orchestra Rag.mid"",1912"
"5328,""Pitt-Payne/Hear The Pickaninny Band.mid"",1911"
"5359,""Pitt-Payne/Hello Central! Give Me No Man's Land.mid"",1918"
"5363,""Pitt-Payne/Hello! Ma Baby.mid"",1899"
"5364,""Pitt-Payne/Hello, Hawaii, How Are You ?.mid"",1915"
"5365,""Pitt-Payne/Hello, Hoosier Town.mid"",1916"
"5371,""Pitt-Payne/Hen And The Cow  The.mid"",1920"
"5382,""Pitt-Payne/Here Comes My Daddy Now.mid"",1912"
"5383,""Pitt-Payne/Here's My Friend.mid"",1904"
"5411,""Pitt-Payne/Hey Rube!.mid"",1906"
"5420,""Pitt-Payne/Hifalutin Rag.mid"",1918"
"5424,""Pitt-Payne/High Brown Blues.mid"",1922"
"5425,""Pitt-Payne/High Cost Of Loving  The.mid"",1914"
"5446,""Pitt-Payne/High Yellow.mid"",1915"
"5448,""Pitt-Payne/High-High-High Up In The Hills.mid"",1927"
"5454,""Pitt-Payne/Hike To The Pike.mid"",1904"
"5473,""Pitt-Payne/Hitchy-Koo.mid"",1912"
"5495,""Pitt-Payne/Hog Island Rag.mid"",n/a"
"5500,""Pitt-Payne/Hog-Town Pig-aninnies.mid"",1899"
"5503,""Pitt-Payne/Hold Up Rag  The.mid"",1912"
"5511,""Pitt-Payne/Holly Rag.mid"",1911"
"5512,""Pitt-Payne/Hollyhock.mid"",1904"
"5524,""Pitt-Payne/Home Again Blues.mid"",1921"
"5528,""Pitt-Payne/Home Spun Rag.mid"",n/a"
"5531,""Pitt-Payne/Home Sweet Home Sounds Good To Me.mid"",1906"
"5523,""Pitt-Payne/Home.mid"",1931"
"5546,""Pitt-Payne/Honey Boy  The.mid"",1900"
"5547,""Pitt-Payne/Honey Bug.mid"",1910"
"5565,""Pitt-Payne/Honey Man.mid"",1911"
"5572,""Pitt-Payne/Honey Sal.mid"",1911"
"5574,""Pitt-Payne/Honey, When It's Sunny.mid"",1909"
"5576,""Pitt-Payne/Honeyland.mid"",1909"
"5588,""Pitt-Payne/Honeysuckle And The Bee  The.mid"",1901"
"5591,""Pitt-Payne/Honka-Tonk Rag.mid"",1910"
"5604,""Pitt-Payne/Honolula Rag  The.mid"",1910"
"5606,""Pitt-Payne/Honolulu Blues.mid"",1923"
"5614,""Pitt-Payne/Honolulu, America Loves You.mid"",1916"
"5616,""Pitt-Payne/Hoochy-Coochy Rag  The.mid"",1914"
"5625,""Pitt-Payne/Hoop-e-Kack.mid"",1909"
"5636,""Pitt-Payne/Hop Lee.mid"",1901"
"5649,""Pitt-Payne/Horse Laugh  The.mid"",1909"
"5650,""Pitt-Payne/Horse Show  The.mid"",1899"
"5652,""Pitt-Payne/Horseshoe Rag.mid"",1911"
"5655,""Pitt-Payne/Hot Air.mid"",1900"
"5658,""Pitt-Payne/Hot Ashes.mid"",1909"
"5659,""Pitt-Payne/Hot Ball.mid"",1902"
"5662,""Pitt-Payne/Hot Cabbage.mid"",1908"
"5678,""Pitt-Payne/Hot Hands.mid"",1916"
"5688,""Pitt-Payne/Hot Off The Griddle.mid"",1915"
"5690,""Pitt-Payne/Hot Old Time In Ragtown, A.mid"",1899"
